"municipio","low_cost","mean(precio_gasoleo_a, na.rm = TRUE)","mean(precio_gasolina_95_e5_premium, na.rm = TRUE)","max(precio_gasoleo_a, na.rm = TRUE)","max(precio_gasolina_95_e5_premium, na.rm = TRUE)","min(precio_gasoleo_a, na.rm = TRUE)","min(precio_gasolina_95_e5_premium, na.rm = TRUE)"
"Monesterio",FALSE,1.41233333333333,NA,1.459,-Inf,1.389,Inf
"Monesterio",TRUE,1.454,NA,1.459,-Inf,1.449,Inf
"Monfarracinos",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Monforte de Lemos",FALSE,1.2885,NA,1.3,-Inf,1.277,Inf
"Monforte de Lemos",TRUE,1.3882,NA,1.415,-Inf,1.379,Inf
"Monforte del Cid",FALSE,1.355,NA,1.355,-Inf,1.355,Inf
"Monforte del Cid",TRUE,1.3965,1.594,1.399,1.594,1.389,1.594
"Monistrol de Montserrat",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Monóvar/Monòver",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Monóvar/Monòver",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Monreal de Ariza",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Monreal del Campo",FALSE,1.227,NA,1.229,-Inf,1.225,Inf
"Monreal del Campo",TRUE,1.389,NA,1.409,-Inf,1.369,Inf
"Monroyo",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Monserrat",FALSE,1.344,NA,1.369,-Inf,1.319,Inf
"Monserrat",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Mont-ras",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Mont-roig del Camp",TRUE,1.42233333333333,NA,1.439,-Inf,1.409,Inf
"Montalbán de Córdoba",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Montalbán de Córdoba",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Montalbanejo",FALSE,1.25,NA,1.25,-Inf,1.25,Inf
"Montalbo",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Montamarta",FALSE,1.347,NA,1.347,-Inf,1.347,Inf
"Montánchez",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Montanejos",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Montaverner",FALSE,1.244,NA,1.289,-Inf,1.199,Inf
"Montblanc",FALSE,1.229,NA,1.299,-Inf,1.189,Inf
"Montblanc",TRUE,1.44233333333333,NA,1.449,-Inf,1.429,Inf
"Montbrió del Camp",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Montcada i Reixac",FALSE,1.3365,NA,1.419,-Inf,1.219,Inf
"Montcada i Reixac",TRUE,1.43585714285714,1.625,1.449,1.625,1.411,1.625
"Montealegre del Castillo",FALSE,1.2995,NA,1.399,-Inf,1.2,Inf
"Montefrío",FALSE,1.246,NA,1.246,-Inf,1.246,Inf
"Montefrío",TRUE,1.35566666666667,NA,1.359,-Inf,1.349,Inf
"Montehermoso",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Montejícar",FALSE,1.229,NA,1.229,-Inf,1.229,Inf
"Montejo",TRUE,1.398,NA,1.398,-Inf,1.398,Inf
"Montellano",FALSE,1.265,NA,1.265,-Inf,1.265,Inf
"Montellano",TRUE,1.329,NA,1.329,-Inf,1.329,Inf
"Montemayor",FALSE,1.176,NA,1.243,-Inf,1.109,Inf
"Montemayor",TRUE,1.326,1.529,1.409,1.529,1.243,1.529
"Montemolín",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Monterroso",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Monterrubio de la Serena",FALSE,1.3315,NA,1.379,-Inf,1.284,Inf
"Monterrubio de la Serena",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Montesa",TRUE,1.404,NA,1.409,-Inf,1.399,Inf
"Montesinos (Los)",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Montferrer i Castellbò",FALSE,1.388,NA,1.388,-Inf,1.388,Inf
"Montgat",FALSE,1.425,NA,1.425,-Inf,1.425,Inf
"Montiel",FALSE,1.2835,NA,1.329,-Inf,1.238,Inf
"Montijo",FALSE,1.36133333333333,NA,1.439,-Inf,1.276,Inf
"Montijo",TRUE,1.439,1.539,1.449,1.539,1.429,1.539
"Montilla",FALSE,1.3396,NA,1.379,-Inf,1.299,Inf
"Montilla",TRUE,1.384,NA,1.389,-Inf,1.379,Inf
"Montillana",FALSE,1.206,NA,1.206,-Inf,1.206,Inf
"Montizón",FALSE,1.33366666666667,NA,1.359,-Inf,1.303,Inf
"Montmaneu",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Montmeló",FALSE,1.279,NA,1.299,-Inf,1.259,Inf
"Montornès del Vallès",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Montornès del Vallès",TRUE,1.489,NA,1.489,-Inf,1.489,Inf
"Montoro",FALSE,1.349,NA,1.349,-Inf,1.349,Inf
"Montoro",TRUE,1.385,1.563,1.385,1.563,1.385,1.563
"Montroy",FALSE,1.319,NA,1.319,-Inf,1.319,Inf
"Montseny",FALSE,1.569,NA,1.569,-Inf,1.569,Inf
"Montuïri",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Monturque",FALSE,1.239,NA,1.239,-Inf,1.239,Inf
"Monzón",FALSE,1.2115,NA,1.229,-Inf,1.194,Inf
"Monzón",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Mora",FALSE,1.3026,NA,1.409,-Inf,1.216,Inf
"Mora",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Móra d'Ebre",FALSE,1.192,NA,1.192,-Inf,1.192,Inf
"Móra la Nova",FALSE,1.259,NA,1.259,-Inf,1.259,Inf
"Móra la Nova",TRUE,1.414,NA,1.419,-Inf,1.409,Inf
"Moral de Calatrava",TRUE,1.379,1.519,1.379,1.519,1.379,1.519
"Moraleda de Zafayona",TRUE,1.3965,NA,1.399,-Inf,1.389,Inf
"Moraleja",FALSE,1.315,NA,1.315,-Inf,1.315,Inf
"Moraleja",TRUE,1.354,1.525,1.369,1.525,1.339,1.525
"Moraleja de Enmedio",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Moraleja de Enmedio",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Moraleja del Vino",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Morales de Toro",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Morales del Vino",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Moralzarzal",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Moralzarzal",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Moraña",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Morata de Tajuña",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Moratalla",FALSE,1.31966666666667,NA,1.335,-Inf,1.289,Inf
"Morcín",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Morelábor",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Morell (El)",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Morella",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Morentin",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Moriles",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Morón de la Frontera",FALSE,1.319,NA,1.379,-Inf,1.289,Inf
"Morón de la Frontera",TRUE,1.38533333333333,1.588,1.399,1.588,1.368,1.588
"Mos",FALSE,1.37233333333333,NA,1.425,-Inf,1.289,Inf
"Mos",TRUE,1.43233333333333,NA,1.439,-Inf,1.419,Inf
"Mosqueruela",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Móstoles",FALSE,1.33,1.519,1.419,1.519,1.294,1.519
"Móstoles",TRUE,1.41544444444444,1.61366666666667,1.439,1.618,1.349,1.605
"Mota del Cuervo",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Mota del Marqués",TRUE,1.395,NA,1.395,-Inf,1.395,Inf
"Motilla del Palancar",FALSE,1.2585,NA,1.292,-Inf,1.225,Inf
"Motilla del Palancar",TRUE,1.414,NA,1.429,-Inf,1.399,Inf
"Motril",FALSE,1.305125,NA,1.389,-Inf,1.223,Inf
"Motril",TRUE,1.369,1.589,1.379,1.589,1.339,1.589
"Moya",FALSE,1.04775,NA,1.099,-Inf,0.954,Inf
"Mozoncillo",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Mudarra (La)",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Muel",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Muela (La)",FALSE,1.321,NA,1.359,-Inf,1.259,Inf
"Muela (La)",TRUE,1.389,1.574,1.399,1.574,1.379,1.574
"Muelas del Pan",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Mugardos",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Mula",FALSE,1.276,NA,1.319,-Inf,1.21,Inf
"Mula",TRUE,1.359,NA,1.359,-Inf,1.359,Inf
"Mundaka",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Munébrega",FALSE,1.36,NA,1.36,-Inf,1.36,Inf
"Munera",FALSE,1.284,NA,1.309,-Inf,1.259,Inf
"Mungia",FALSE,1.3328,NA,1.429,-Inf,1.268,Inf
"Mungia",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Muniesa",FALSE,1.219,NA,1.219,-Inf,1.219,Inf
"Muñana",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Muñico",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Muñogrande",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Murchante",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Murcia",FALSE,1.30775925925926,1.4455,1.389,1.489,1.219,1.408
"Murcia",TRUE,1.36370833333333,1.55933333333333,1.409,1.569,1.269,1.553
"Murillo de Río Leza",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Muro",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Muro",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Muro de Alcoy",FALSE,1.3035,NA,1.309,-Inf,1.298,Inf
"Muro de Alcoy",TRUE,1.389,1.58566666666667,1.389,1.589,1.389,1.584
"Muros",TRUE,1.39566666666667,1.629,1.429,1.629,1.379,1.629
"Muros de Nalón",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Museros",FALSE,1.339,NA,1.369,-Inf,1.289,Inf
"Museros",TRUE,1.369,1.539,1.369,1.539,1.369,1.539
"Mutriku",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Mutxamel",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Mutxamel",TRUE,1.3865,1.595,1.389,1.595,1.379,1.595
"Muxía",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Muxika",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Nacimiento",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Nájera",FALSE,1.378,NA,1.378,-Inf,1.378,Inf
"Nalda",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Náquera",FALSE,1.259,NA,1.259,-Inf,1.259,Inf
"Náquera",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Narón",FALSE,1.34,NA,1.399,-Inf,1.249,Inf
"Narón",TRUE,1.39233333333333,NA,1.409,-Inf,1.369,Inf
"Naut Aran",FALSE,1.411,NA,1.411,-Inf,1.411,Inf
"Nava",TRUE,1.349,NA,1.349,-Inf,1.349,Inf
"Nava (La)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Nava de la Asunción",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Nava de la Asunción",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Nava de Ricomalillo (La)",FALSE,1.355,NA,1.419,-Inf,1.291,Inf
"Nava de Santiago (La)",FALSE,1.224,NA,1.224,-Inf,1.224,Inf
"Nava del Rey",FALSE,1.374,NA,1.389,-Inf,1.359,Inf
"Navacerrada",TRUE,1.425,1.608,1.425,1.608,1.425,1.608
"Navahermosa",FALSE,1.244,NA,1.244,-Inf,1.244,Inf
"Navahermosa",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Navalcán",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Navalcarnero",FALSE,1.30433333333333,NA,1.309,-Inf,1.295,Inf
"Navalcarnero",TRUE,1.433,1.608,1.439,1.608,1.409,1.608
"Navalmanzano",FALSE,1.265,NA,1.281,-Inf,1.249,Inf
"Navalmoral de la Mata",FALSE,1.3082,NA,1.365,-Inf,1.269,Inf
"Navalmoral de la Mata",TRUE,1.3865,NA,1.439,-Inf,1.309,Inf
"Navalmorales (Los)",FALSE,1.3325,NA,1.409,-Inf,1.256,Inf
"Navalucillos (Los)",FALSE,1.235,NA,1.235,-Inf,1.235,Inf
"Navaluenga",FALSE,1.334,NA,1.339,-Inf,1.329,Inf
"Navalvillar de Pela",FALSE,1.17966666666667,NA,1.25,-Inf,1.039,Inf
"Navalvillar de Pela",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Navarredonda de Gredos",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Navarrés",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Navarrete",TRUE,1.395,1.573,1.395,1.573,1.395,1.573
"Navàs",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Navas de la Concepción (Las)",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Navas de San Antonio",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Navas de San Juan",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Navas de San Juan",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Navas del Marqués (Las)",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Navas del Rey",TRUE,NA,NA,-Inf,-Inf,Inf,Inf
"Navia",FALSE,1.36633333333333,NA,1.409,-Inf,1.315,Inf
"Navia",TRUE,1.395,NA,1.395,-Inf,1.395,Inf
"Neda",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Neda",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Negreira",TRUE,1.469,NA,1.469,-Inf,1.469,Inf
"Nerja",FALSE,1.334,NA,1.359,-Inf,1.309,Inf
"Nerja",TRUE,1.3835,NA,1.389,-Inf,1.378,Inf
"Nerpio",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Nerva",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Nevada",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Neves (As)",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Niebla",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Nigrán",TRUE,1.434,NA,1.439,-Inf,1.429,Inf
"Nigüelas",FALSE,1.298,NA,1.298,-Inf,1.298,Inf
"Níjar",FALSE,1.26590909090909,NA,1.389,-Inf,1.199,Inf
"Níjar",TRUE,1.384,NA,1.409,-Inf,1.359,Inf
"Noáin (Valle de Elorz)/Noain (Elortzibar)",FALSE,1.32266666666667,NA,1.389,-Inf,1.28,Inf
"Noáin (Valle de Elorz)/Noain (Elortzibar)",TRUE,1.4026,1.59033333333333,1.439,1.593,1.389,1.589
"Noalejo",FALSE,1.2885,NA,1.359,-Inf,1.218,Inf
"Noblejas",FALSE,1.289,NA,1.319,-Inf,1.259,Inf
"Noblejas",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Nogais (As)",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Nogueira de Ramuín",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Noia",FALSE,1.3315,NA,1.338,-Inf,1.325,Inf
"Noia",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Nonaspe",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Noreña",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Noreña",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Novallas",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Novelda",FALSE,1.334,NA,1.389,-Inf,1.279,Inf
"Novelda",TRUE,1.399,NA,1.419,-Inf,1.389,Inf
"Novelé/Novetlè",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Nucia (la)",FALSE,1.348,NA,1.429,-Inf,1.267,Inf
"Nucia (la)",TRUE,1.404,NA,1.429,-Inf,1.379,Inf
"Nueno",TRUE,1.388,1.558,1.388,1.558,1.388,1.558
"Nueva Carteya",FALSE,1.289,NA,1.329,-Inf,1.249,Inf
"Nueva Carteya",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Nuévalos",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Nuevo Baztán",TRUE,1.452,NA,1.452,-Inf,1.452,Inf
"Nules",FALSE,1.329,NA,1.369,-Inf,1.259,Inf
"Nules",TRUE,1.359,NA,1.379,-Inf,1.349,Inf
"Numancia de la Sagra",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Numancia de la Sagra",TRUE,1.449,NA,1.459,-Inf,1.429,Inf
"Nuñomoral",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Obejo",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Ocaña",FALSE,1.309,NA,1.349,-Inf,1.279,Inf
"Ocaña",TRUE,1.379,1.583,1.409,1.583,1.349,1.583
"Òdena",FALSE,1.2925,NA,1.399,-Inf,1.186,Inf
"Òdena",TRUE,1.199,NA,1.199,-Inf,1.199,Inf
"Odón",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Ogíjares",FALSE,1.2968,NA,1.389,-Inf,1.255,Inf
"Ogíjares",TRUE,1.374,NA,1.379,-Inf,1.369,Inf
"Oia",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Oiartzun",FALSE,1.39216666666667,NA,1.429,-Inf,1.32,Inf
"Oiartzun",TRUE,1.4514,NA,1.455,-Inf,1.449,Inf
"Ojén",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Ojos Negros",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Olaberria",FALSE,1.434,NA,1.439,-Inf,1.429,Inf
"Olazti/Olazagutía",FALSE,1.439,NA,1.439,-Inf,1.439,Inf
"Oleiros",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Oleiros",TRUE,1.39833333333333,NA,1.425,-Inf,1.368,Inf
"Olèrdola",FALSE,1.3526,NA,1.389,-Inf,1.339,Inf
"Olesa de Montserrat",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Olesa de Montserrat",TRUE,1.369,NA,1.389,-Inf,1.349,Inf
"Oliana",FALSE,1.209,NA,1.209,-Inf,1.209,Inf
"Olías del Rey",TRUE,1.429,NA,1.449,-Inf,1.409,Inf
"Olite",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Olius",FALSE,1.167,NA,1.167,-Inf,1.167,Inf
"Oliva",FALSE,1.2785,NA,1.298,-Inf,1.259,Inf
"Oliva",TRUE,1.3565,NA,1.369,-Inf,1.349,Inf
"Oliva (La)",FALSE,1.152,NA,1.159,-Inf,1.143,Inf
"Oliva de la Frontera",FALSE,1.3845,NA,1.419,-Inf,1.35,Inf
"Oliva de la Frontera",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Oliva de Mérida",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Olivares",FALSE,1.27566666666667,NA,1.279,-Inf,1.269,Inf
"Olivenza",FALSE,1.309,NA,1.309,-Inf,1.309,Inf
"Olivenza",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Olleria (l')",FALSE,1.259,NA,1.259,-Inf,1.259,Inf
"Olleria (l')",TRUE,1.372,NA,1.385,-Inf,1.359,Inf
"Olmedillo de Roa",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Olmedo",FALSE,1.329,NA,1.329,-Inf,1.329,Inf
"Olmedo",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Olocau",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Olost",FALSE,1.399,NA,1.399,-Inf,1.399,Inf
"Olot",FALSE,1.33671428571429,NA,1.405,-Inf,1.298,Inf
"Olot",TRUE,1.4095,1.639,1.425,1.639,1.399,1.639
"Olula del Río",FALSE,1.269,NA,1.269,-Inf,1.269,Inf
"Ólvega",FALSE,1.252,NA,1.252,-Inf,1.252,Inf
"Olvera",FALSE,1.297,NA,1.339,-Inf,1.255,Inf
"Olvera",TRUE,1.424,NA,1.424,-Inf,1.424,Inf
"Olza",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Onda",FALSE,1.27425,NA,1.369,-Inf,1.197,Inf
"Onda",TRUE,1.3715,1.564,1.389,1.594,1.349,1.534
"Ondara",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Ondara",TRUE,1.405,NA,1.405,-Inf,1.405,Inf
"Onil",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Onil",TRUE,1.378,NA,1.418,-Inf,1.338,Inf
"Ontígola",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Ontinyent",FALSE,1.2218,NA,1.296,-Inf,1.198,Inf
"Ontinyent",TRUE,1.36483333333333,NA,1.379,-Inf,1.344,Inf
"Ontiñena",FALSE,1.245,NA,1.245,-Inf,1.245,Inf
"Ontur",FALSE,1.24,NA,1.24,-Inf,1.24,Inf
"Ontur",TRUE,1.369,1.509,1.369,1.509,1.369,1.509
"Onzonilla",FALSE,1.354,NA,1.429,-Inf,1.279,Inf
"Oña",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Oñati",FALSE,1.429,NA,1.429,-Inf,1.429,Inf
"Oñati",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Oquillas",TRUE,1.419,NA,1.419,-Inf,1.419,Inf
"Orba",FALSE,1.379,NA,1.379,-Inf,1.379,Inf
"Orbita",TRUE,1.439,NA,1.439,-Inf,1.439,Inf
"Orce",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Orcera",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Orcoyen",FALSE,1.2645,1.439,1.309,1.439,1.22,1.439
"Ordes",FALSE,1.38766666666667,NA,1.429,-Inf,1.365,Inf
"Ordes",TRUE,1.42433333333333,NA,1.439,-Inf,1.395,Inf
"Ordizia",FALSE,1.384,NA,1.384,-Inf,1.384,Inf
"Orellana la Vieja",TRUE,1.409,NA,1.409,-Inf,1.409,Inf
"Organyà",FALSE,1.395,NA,1.395,-Inf,1.395,Inf
"Orgaz",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Orgaz",TRUE,1.399,1.589,1.399,1.589,1.399,1.589
"Órgiva",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Órgiva",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Oria",TRUE,1.369,NA,1.369,-Inf,1.369,Inf
"Orihuela",FALSE,1.32344444444444,1.46,1.429,1.46,1.217,1.46
"Orihuela",TRUE,1.3971,1.5915,1.419,1.599,1.379,1.584
"Orihuela del Tremedal",FALSE,1.339,NA,1.339,-Inf,1.339,Inf
"Oronz",FALSE,1.409,NA,1.409,-Inf,1.409,Inf
"Oropesa",TRUE,1.414,NA,1.449,-Inf,1.379,Inf
"Oropesa del Mar/Orpesa",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Oropesa del Mar/Orpesa",TRUE,1.349,NA,1.349,-Inf,1.349,Inf
"Oroso",TRUE,1.399,NA,1.399,-Inf,1.399,Inf
"Orotava (La)",FALSE,1.08333333333333,NA,1.109,-Inf,1.059,Inf
"Orotava (La)",TRUE,1.0785,NA,1.108,-Inf,1.049,Inf
"Orozko",FALSE,1.449,NA,1.449,-Inf,1.449,Inf
"Orrios",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Ortigueira",FALSE,1.345,NA,1.355,-Inf,1.335,Inf
"Ortigueira",TRUE,1.375,NA,1.375,-Inf,1.375,Inf
"Ortuella",FALSE,1.368,NA,1.459,-Inf,1.277,Inf
"Orusco de Tajuña",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Osorno la Mayor",FALSE,1.339,NA,1.389,-Inf,1.289,Inf
"Osorno la Mayor",TRUE,1.389,NA,1.389,-Inf,1.389,Inf
"Ossa de Montiel",TRUE,1.379,1.499,1.379,1.499,1.379,1.499
"Osso de Cinca",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Osuna",FALSE,1.329,NA,1.339,-Inf,1.319,Inf
"Osuna",TRUE,1.3665,1.569,1.399,1.569,1.279,1.569
"Oteiza",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Otero",TRUE,1.449,1.619,1.449,1.619,1.449,1.619
"Otero de Bodas",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Otos",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Otura",FALSE,1.337,NA,1.399,-Inf,1.275,Inf
"Otxandio",FALSE,1.419,NA,1.419,-Inf,1.419,Inf
"Ourense",FALSE,1.369,NA,1.379,-Inf,1.359,Inf
"Ourense",TRUE,1.403,NA,1.419,-Inf,1.389,Inf
"Outeiro de Rei",FALSE,1.379,NA,1.409,-Inf,1.349,Inf
"Outeiro de Rei",TRUE,1.429,NA,1.429,-Inf,1.429,Inf
"Outes",TRUE,1.355,1.588,1.355,1.588,1.355,1.588
"Oviedo",FALSE,1.32,NA,1.419,-Inf,1.212,Inf
"Oviedo",TRUE,1.40566666666667,1.5735,1.419,1.578,1.379,1.569
"Oyón/Oion",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
"Oza dos Ríos",FALSE,1.299,NA,1.299,-Inf,1.299,Inf
"Oza dos Ríos",TRUE,1.379,NA,1.399,-Inf,1.359,Inf
"Pacs del Penedès",TRUE,1.415,1.659,1.415,1.659,1.415,1.659
"Paderne",FALSE,1.26,NA,1.26,-Inf,1.26,Inf
"Padrenda",TRUE,1.379,NA,1.379,-Inf,1.379,Inf
"Padrón",FALSE,1.359,NA,1.359,-Inf,1.359,Inf
"Padrón",TRUE,1.438,NA,1.469,-Inf,1.385,Inf
"Padul",FALSE,1.369,NA,1.369,-Inf,1.369,Inf
"Padul",TRUE,1.395,1.589,1.395,1.589,1.395,1.589
"Paiporta",FALSE,1.31066666666667,NA,1.379,-Inf,1.269,Inf
"Paiporta",TRUE,1.349,1.529,1.369,1.529,1.329,1.529
"Pájara",FALSE,1.22933333333333,NA,1.251,-Inf,1.186,Inf
"Pájara",TRUE,1.251,NA,1.251,-Inf,1.251,Inf
"Palacios de Goda",TRUE,1.404,NA,1.404,-Inf,1.404,Inf
"Palacios de la Sierra",FALSE,1.289,NA,1.289,-Inf,1.289,Inf
"Palacios y Villafranca (Los)",FALSE,1.3145,NA,1.32,-Inf,1.309,Inf
"Palacios y Villafranca (Los)",TRUE,1.379,NA,1.409,-Inf,1.359,Inf
"Palafolls",FALSE,1.269,NA,1.279,-Inf,1.259,Inf
"Palafolls",TRUE,1.38566666666667,NA,1.439,-Inf,1.279,Inf
"Palafrugell",FALSE,1.25,NA,1.386,-Inf,1.191,Inf
"Palafrugell",TRUE,1.387,NA,1.395,-Inf,1.379,Inf
"Palamós",FALSE,1.279,NA,1.279,-Inf,1.279,Inf
"Palamós",TRUE,1.394,NA,1.399,-Inf,1.389,Inf
"Palau-solità i Plegamans",FALSE,NA,NA,-Inf,-Inf,Inf,Inf
"Palau-solità i Plegamans",TRUE,1.449,NA,1.449,-Inf,1.449,Inf
"Palau d'Anglesola (El)",FALSE,1.212,NA,1.212,-Inf,1.212,Inf
"Palazuelos de Eresma",FALSE,1.389,NA,1.389,-Inf,1.389,Inf
